"Connected","Activation lock","Full OS","Model","Serial","Battery","Carrier network","IMEI","Name","Tags","ICCID","Supervised?","Managed?","Missing apps"
"2021-07-27T21:32:29.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP80U0G22R","72%","-","-","CCQP80U0G22R","","-","Yes","Yes","0"
"2021-08-01T06:46:59.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP80UJG22R","100%","-","-","CCQP80UJG22R","","-","Yes","Yes","0"
"2021-08-01T06:53:34.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP80WDG22R","28%","-","-","CCQP80WDG22R","","-","Yes","Yes","0"
"2021-07-26T20:02:10.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP80Y5G22R","58%","-","-","CCQP80Y5G22R","","-","Yes","Yes","0"
"2021-07-29T05:03:12.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP80Y6G22R","37%","-","-","CCQP80Y6G22R","","-","Yes","Yes","0"
"2021-07-18T23:54:16.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP80YJG22R","100%","-","-","CCQP80YJG22R","","-","Yes","Yes","0"
"2021-07-29T05:12:34.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP80YRG22R","82%","-","-","CCQP80YRG22R","","-","Yes","Yes","0"
"2021-07-05T22:41:03.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD00JG22R","100%","-","-","CCQPD00JG22R","","-","Yes","Yes","0"
"2021-08-01T06:30:44.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD00SG22R","100%","-","-","CCQPD00SG22R","","-","Yes","Yes","0"
"2021-06-10T00:53:33.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD01SG22R","27%","-","-","CCQPD01SG22R","","-","Yes","Yes","0"
"2021-08-01T05:37:53.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD02CG22R","100%","-","-","CCQPD02CG22R","","-","Yes","Yes","0"
"2021-07-27T00:20:01.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD02WG22R","11%","-","-","CCQPD02WG22R","","-","Yes","Yes","0"
"2021-08-01T06:45:52.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD02YG22R","100%","-","-","CCQPD02YG22R","","-","Yes","Yes","0"
"2021-07-26T00:08:40.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD030G22R","23%","-","-","CCQPD030G22R","","-","Yes","Yes","0"
"2019-12-27T11:19:35.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD0FDG22R","11%","-","-","CCQPD0FDG22R","","-","Yes","Yes","3"
"2021-07-01T07:31:18.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD0FVG22R","99%","-","-","CCQPD0FVG22R","","-","Yes","Yes","0"
"2021-06-10T00:09:22.000Z","Disabled","9.3.5","iPod Touch 5G","CCQPD0GPG22R","31%","-","-","CCQPD0GPG22R","","-","Yes","Yes","0"
"2021-06-11T05:34:10.000Z","Disabled","12.5.3","iPod Touch 6G","CCQQ94M3GGK5","91%","-","-","CCQQ94M3GGK5","recently-added","-","Yes","Yes","0"
"2021-06-11T05:40:20.000Z","Disabled","12.5.3","iPod Touch 6G","CCQQ94X5GGK5","92%","-","-","CCQQ94X5GGK5","recently-added","-","Yes","Yes","0"
"2021-06-11T05:38:28.000Z","Disabled","12.5.3","iPod Touch 6G","CCQQ952FGGK5","93%","-","-","CCQQ952FGGK5","recently-added","-","Yes","Yes","0"
"2021-06-11T05:37:47.000Z","Disabled","12.5.3","iPod Touch 6G","CCQQD3EQGGK5","100%","-","-","CCQQD3EQGGK5","recently-added","-","Yes","Yes","0"
"2021-06-11T05:25:16.000Z","Disabled","12.5.3","iPod Touch 6G","CCQR3E99GGK3","93%","-","-","CCQR3E99GGK3","recently-added","-","Yes","Yes","0"
"2021-06-11T05:33:25.000Z","Disabled","12.5.3","iPod Touch 6G","CCQR40JGGGK5","89%","-","-","CCQR40JGGGK5","recently-added","-","Yes","Yes","0"
"2021-08-11T22:44:24.000Z","Disabled","12.5.3","iPod Touch 6G","CCQR4176GGK5","11%","-","-","CCQR4176GGK5","recently-added","-","Yes","Yes","0"
"2021-08-12T13:45:58.000Z","Disabled","12.5.3","iPod Touch 6G","CCQR417FGGK5","10%","-","-","CCQR417FGGK5","recently-added","-","Yes","Yes","0"
"2021-06-28T00:24:49.000Z","Disabled","12.5.3","iPod Touch 6G","CCQRJ0BBGGK7","25%","-","-","CCQRJ0BBGGK7","recently-added","-","Yes","Yes","0"
"2021-07-19T00:05:56.000Z","Disabled","14.4","iPod Touch 7G","CCQYM0SVM93F","87%","-","-","CCQYM0SVM93F","","-","Yes","Yes","0"
"2021-08-01T06:54:04.000Z","Disabled","14.7","iPod Touch 7G","CCQYM33PM937","99%","-","-","CCQYM33PM937","","-","Yes","Yes","0"
"2021-08-01T07:39:14.000Z","Disabled","14.7.1","iPod Touch 7G","CCQYM3BWM937","72%","-","-","CCQYM3BWM937","","-","Yes","Yes","0"
"2021-05-30T05:08:30.000Z","Disabled","13.3","iPod Touch 7G","CCQYM3DMM937","100%","-","-","CCQYM3DMM937","","-","Yes","Yes","0"
"2021-06-09T22:54:05.000Z","Disabled","14.4","iPod Touch 7G","CCQYN08BM937","16%","-","-","CCQYN08BM937","","-","Yes","Yes","0"
"2021-08-01T06:52:57.000Z","Disabled","14.7","iPod Touch 7G","CCQYN0NUM937","99%","-","-","CCQYN0NUM937","","-","Yes","Yes","0"
"2021-07-18T23:19:43.000Z","Disabled","14.4","iPod Touch 7G","CCQYN0W6M937","86%","-","-","CCQYN0W6M937","","-","Yes","Yes","0"
"2021-07-18T23:33:13.000Z","Disabled","14.4","iPod Touch 7G","CCQYN1YZM93F","88%","-","-","CCQYN1YZM93F","","-","Yes","Yes","0"
"2021-08-01T07:39:47.000Z","Disabled","14.7.1","iPod Touch 7G","CCQYN24CM938","100%","-","-","CCQYN24CM938","","-","Yes","Yes","0"
"2019-12-27T13:02:46.000Z","Disabled","13.3","iPod Touch 7G","CCQYN2D6M938","0%","-","-","CCQYN2D6M938","","-","Yes","Yes","3"
"2021-08-01T07:45:04.000Z","Disabled","14.7","iPod Touch 7G","CCQYN2E3M93F","100%","-","-","CCQYN2E3M93F","","-","Yes","Yes","0"
"2021-08-01T06:48:06.000Z","Disabled","14.7","iPod Touch 7G","CCQYN2J7M938","78%","-","-","CCQYN2J7M938","","-","Yes","Yes","0"
"2021-07-12T00:43:20.000Z","Disabled","14.4","iPod Touch 7G","CCQYN2PFM938","86%","-","-","CCQYN2PFM938","","-","Yes","Yes","0"
"2021-08-01T06:45:17.000Z","Disabled","14.7","iPod Touch 7G","CCQYN39HM93F","100%","-","-","CCQYN39HM93F","","-","Yes","Yes","0"
"2021-08-01T06:54:04.000Z","Disabled","14.7","iPod Touch 7G","CCQYN3NYM93F","79%","-","-","CCQYN3NYM93F","","-","Yes","Yes","0"
"2021-08-02T01:52:34.000Z","Disabled","14.7","iPod Touch 7G","CCQYN3R1M938","100%","-","-","CCQYN3R1M938","","-","Yes","Yes","0"
"2021-08-01T06:52:57.000Z","Disabled","14.7","iPod Touch 7G","CCQYN3S7M939","80%","-","-","CCQYN3S7M939","","-","Yes","Yes","0"
"2021-07-25T06:07:20.000Z","Disabled","14.7","iPod Touch 7G","CCQYN3XLM938","97%","-","-","CCQYN3XLM938","","-","Yes","Yes","0"
"2021-08-01T06:44:08.000Z","Disabled","14.7","iPod Touch 7G","CCQYN4DEM93C","100%","-","-","CCQYN4DEM93C","","-","Yes","Yes","0"
"2021-08-01T06:51:43.000Z","Disabled","14.7","iPod Touch 7G","CCQYN5GQM93F","100%","-","-","CCQYN5GQM93F","","-","Yes","Yes","0"
"2021-08-01T06:50:15.000Z","Disabled","14.7","iPod Touch 7G","CCQYN5N7M93F","68%","-","-","CCQYN5N7M93F","","-","Yes","Yes","0"
"2021-08-01T07:47:29.000Z","Disabled","14.7.1","iPod Touch 7G","CCQYP02PM93C","100%","-","-","CCQYP02PM93C","","-","Yes","Yes","0"
"2021-08-01T06:51:44.000Z","Disabled","14.7","iPod Touch 7G","CCQYP02ZM93C","51%","-","-","CCQYP02ZM93C","","-","Yes","Yes","0"
"2021-07-31T18:13:15.000Z","Disabled","14.7","iPod Touch 7G","CCQYP04YM93C","100%","-","-","CCQYP04YM93C","","-","Yes","Yes","0"
"2021-08-01T07:25:04.000Z","Disabled","14.7","iPod Touch 7G","CCQYP06MM937","100%","-","-","CCQYP06MM937","","-","Yes","Yes","0"
"2021-07-28T20:41:30.000Z","Disabled","14.7","iPod Touch 7G","CCQYP06UM93F","100%","-","-","CCQYP06UM93F","","-","Yes","Yes","0"
"2021-08-01T06:49:53.000Z","Disabled","14.7","iPod Touch 7G","CCQYP073M93C","94%","-","-","CCQYP073M93C","","-","Yes","Yes","0"
"2021-08-01T06:51:06.000Z","Disabled","14.7","iPod Touch 7G","CCQYP09JM937","72%","-","-","CCQYP09JM937","","-","Yes","Yes","0"
"2021-08-01T06:52:21.000Z","Disabled","14.7","iPod Touch 7G","CCQYP0BNM93C","100%","-","-","CCQYP0BNM93C","","-","Yes","Yes","0"
"2021-08-01T06:47:47.000Z","Disabled","14.7","iPod Touch 7G","CCQYP0C2M93C","98%","-","-","CCQYP0C2M93C","","-","Yes","Yes","0"
"2021-06-10T03:20:11.000Z","Disabled","14.4","iPod Touch 7G","CCQYP0CJM93C","24%","-","-","CCQYP0CJM93C","","-","Yes","Yes","0"
"2021-07-06T06:22:45.000Z","Disabled","14.6","iPod Touch 7G","CCQYP0CYM93C","99%","-","-","CCQYP0CYM93C","","-","Yes","Yes","0"
"2021-06-10T02:34:56.000Z","Disabled","14.4","iPod Touch 7G","CCQYP0DCM93C","14%","-","-","CCQYP0DCM93C","","-","Yes","Yes","0"
"2021-06-10T03:21:27.000Z","Disabled","14.4","iPod Touch 7G","CCQYP0DDM937","56%","-","-","CCQYP0DDM937","DevDevice","-","Yes","Yes","0"
"2021-08-01T06:40:03.000Z","Disabled","14.7","iPod Touch 7G","CCQYP0DHM937","100%","-","-","CCQYP0DHM937","","-","Yes","Yes","0"
"2021-07-05T02:19:08.000Z","Disabled","14.4","iPod Touch 7G","CCQYP0NNM93F","66%","-","-","CCQYP0NNM93F","","-","Yes","Yes","0"
"2021-06-10T02:25:47.000Z","Disabled","14.4","iPod Touch 7G","CCQYP0NVM93F","16%","-","-","CCQYP0NVM93F","","-","Yes","Yes","0"
"2021-06-10T02:27:11.000Z","Disabled","14.4","iPod Touch 7G","CCQYP0W2M93F","14%","-","-","CCQYP0W2M93F","","-","Yes","Yes","0"
"2021-08-01T07:44:28.000Z","Disabled","14.7","iPod Touch 7G","CCQYP166M93F","100%","-","-","CCQYP166M93F","","-","Yes","Yes","0"
"2021-08-01T06:49:19.000Z","Disabled","14.7","iPod Touch 7G","CCQYQ3STM939","100%","-","-","CCQYQ3STM939","","-","Yes","Yes","0"
"2021-08-01T06:51:24.000Z","Disabled","14.7","iPod Touch 7G","CCQYQ426M939","76%","-","-","CCQYQ426M939","","-","Yes","Yes","0"
"2021-07-01T07:36:55.000Z","Disabled","14.4","iPod Touch 7G","CCQYQ43FM939","87%","-","-","CCQYQ43FM939","","-","Yes","Yes","0"
"2021-08-01T07:37:41.000Z","Disabled","14.7.1","iPod Touch 7G","CCQYQ450M939","100%","-","-","CCQYQ450M939","","-","Yes","Yes","0"
"2021-08-01T06:54:04.000Z","Disabled","14.7","iPod Touch 7G","CCQYQ4ANM939","100%","-","-","CCQYQ4ANM939","","-","Yes","Yes","0"
"2021-06-10T03:14:29.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6KC08XF4K1","43%","-","-","DJ6KC08XF4K1","","-","Yes","Yes","0"
"2021-07-31T03:54:06.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6KD03YF4K1","11%","-","-","DJ6KD03YF4K1","","-","Yes","Yes","0"
"2021-06-17T09:29:12.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6KD04TF4K1","99%","-","-","DJ6KD04TF4K1","","-","Yes","Yes","0"
"2021-08-01T06:36:28.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6KD09HF4K1","12%","-","-","DJ6KD09HF4K1","","-","Yes","Yes","1"
"2021-06-09T23:34:18.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6KD0EXDJFD","23%","-","-","DJ6KD0EXDJFD","","-","Yes","Yes","0"
"2021-08-02T02:37:31.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6KD0GBF4K1","11%","-","-","DJ6KD0GBF4K1","","-","Yes","Yes","0"
"2021-06-24T05:50:35.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6KD0QGF4K1","38%","-","-","DJ6KD0QGF4K1","","-","Yes","Yes","0"
"2021-07-26T10:52:53.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6LX064F4JW","11%","-","-","DJ6LX064F4JW","","-","Yes","Yes","0"
"2021-07-27T03:04:16.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6LX0FZF4K1","11%","-","-","DJ6LX0FZF4K1","","-","Yes","Yes","1"
"2021-07-27T23:06:09.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M40DCF4K1","81%","-","-","DJ6M40DCF4K1","","-","Yes","Yes","0"
"2021-07-27T09:09:27.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M40ENF4K1","11%","-","-","DJ6M40ENF4K1","","-","Yes","Yes","0"
"2021-07-27T15:18:58.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M41NQF4K1","52%","-","-","DJ6M41NQF4K1","","-","Yes","Yes","0"
"2021-08-01T06:41:55.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M42ZEF4K1","100%","-","-","DJ6M42ZEF4K1","","-","Yes","Yes","0"
"2021-07-27T01:36:18.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M507ZF4K1","68%","-","-","DJ6M507ZF4K1","","-","Yes","Yes","0"
"2021-08-02T02:52:31.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M805FF4JR","11%","-","-","DJ6M805FF4JR","","-","Yes","Yes","0"
"2021-07-19T00:58:08.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M806JF4K1","76%","-","-","DJ6M806JF4K1","","-","Yes","Yes","0"
"2021-07-29T05:22:24.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M80EMF4K1","99%","-","-","DJ6M80EMF4K1","","-","Yes","Yes","0"
"2021-07-23T01:33:49.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M8102F4K1","11%","-","-","DJ6M8102F4K1","","-","Yes","Yes","0"
"2021-07-05T02:05:51.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M810BF4K1","93%","-","-","DJ6M810BF4K1","","-","Yes","Yes","1"
"2021-07-01T07:42:03.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6M906JF4K1","100%","-","-","DJ6M906JF4K1","","-","Yes","Yes","1"
"2021-07-05T22:42:58.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MJ01YF4JR","99%","-","-","DJ6MJ01YF4JR","","-","Yes","Yes","0"
"2021-06-10T02:42:20.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MJ08XDJFD","17%","-","-","DJ6MJ08XDJFD","","-","Yes","Yes","0"
"2021-08-01T06:47:00.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK01XDJFD","100%","-","-","DJ6MK01XDJFD","","-","Yes","Yes","0"
"2021-06-10T01:08:56.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK041DJFD","40%","-","-","DJ6MK041DJFD","","-","Yes","Yes","1"
"2021-06-10T02:53:13.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK04EDJFD","40%","-","-","DJ6MK04EDJFD","","-","Yes","Yes","2"
"2021-07-25T20:38:38.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK07CF4JR","15%","-","-","DJ6MK07CF4JR","","-","Yes","Yes","0"
"2021-07-19T04:58:35.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK08CF4JR","34%","-","-","DJ6MK08CF4JR","","-","Yes","Yes","0"
"2021-06-10T00:08:29.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK0D3DJFD","25%","-","-","DJ6MK0D3DJFD","","-","Yes","Yes","0"
"2021-06-10T00:10:43.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK0EMF4JR","15%","-","-","DJ6MK0EMF4JR","","-","Yes","Yes","1"
"2021-07-29T05:22:36.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK0F9F4JR","100%","-","-","DJ6MK0F9F4JR","","-","Yes","Yes","1"
"2021-06-10T03:01:05.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK0FFF4JR","56%","-","-","DJ6MK0FFF4JR","","-","Yes","Yes","0"
"2021-07-29T05:15:10.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK0MQDJFD","100%","-","-","DJ6MK0MQDJFD","","-","Yes","Yes","1"
"2021-06-10T03:20:34.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK0TMDJFD","25%","-","-","DJ6MK0TMDJFD","","-","Yes","Yes","0"
"2021-07-11T15:12:43.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK0ZJDJFD","18%","-","-","DJ6MK0ZJDJFD","","-","Yes","Yes","1"
"2021-07-29T05:14:29.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK1N6F4JW","99%","-","-","DJ6MK1N6F4JW","","-","Yes","Yes","0"
"2021-07-18T23:54:04.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK1XNF4JW","100%","-","-","DJ6MK1XNF4JW","","-","Yes","Yes","0"
"2021-06-20T05:32:47.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK21BF4JW","100%","-","-","DJ6MK21BF4JW","","-","Yes","Yes","0"
"2021-08-01T06:51:32.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK29LF4JW","34%","-","-","DJ6MK29LF4JW","","-","Yes","Yes","1"
"2021-08-01T06:48:07.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK2AAF4JW","100%","-","-","DJ6MK2AAF4JW","","-","Yes","Yes","0"
"2021-07-18T23:55:05.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MK2BLF4JW","100%","-","-","DJ6MK2BLF4JW","","-","Yes","Yes","0"
"2021-06-22T12:31:42.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML004F4K4","30%","-","-","DJ6ML004F4K4","","-","Yes","Yes","0"
"2021-07-27T05:54:42.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML014F4JR","82%","-","-","DJ6ML014F4JR","","-","Yes","Yes","0"
"2021-07-29T05:11:14.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML016F4K4","99%","-","-","DJ6ML016F4K4","","-","Yes","Yes","1"
"2021-08-01T06:44:08.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML03MDJFD","100%","-","-","DJ6ML03MDJFD","","-","Yes","Yes","0"
"2021-08-02T23:44:31.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML055F4K4","11%","-","-","DJ6ML055F4K4","","-","Yes","Yes","0"
"2021-07-19T00:20:27.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML0AHF4JW","100%","-","-","DJ6ML0AHF4JW","","-","Yes","Yes","0"
"2021-06-10T04:17:48.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML0BKDJFD","99%","-","-","DJ6ML0BKDJFD","","-","Yes","Yes","2"
"2021-08-01T06:45:16.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML0FHDJFD","100%","-","-","DJ6ML0FHDJFD","","-","Yes","Yes","0"
"2021-07-27T20:56:49.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML0QCF4JW","67%","-","-","DJ6ML0QCF4JW","","-","Yes","Yes","0"
"2021-07-29T04:54:34.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML16EF4JW","100%","-","-","DJ6ML16EF4JW","","-","Yes","Yes","1"
"2021-07-29T05:07:58.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6ML16LF4JW","37%","-","-","DJ6ML16LF4JW","","-","Yes","Yes","0"
"2021-06-10T04:09:24.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6MM013F4JR","50%","-","-","DJ6MM013F4JR","","-","Yes","Yes","0"
"2021-08-11T02:21:15.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6PP010G22T","15%","-","-","DJ6PP010G22T","recently-added","-","Yes","Yes","0"
"2021-08-10T05:32:59.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6PP025G22R","25%","-","-","DJ6PP025G22R","recently-added","-","Yes","Yes","0"
"2021-08-10T22:30:28.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6PP05DG22T","11%","-","-","DJ6PP05DG22T","recently-added","-","Yes","Yes","0"
"2021-08-11T09:08:26.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6Q200RG22Q","11%","-","-","DJ6Q200RG22Q","recently-added","-","Yes","Yes","0"
"2021-08-11T19:34:34.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6Q403VG22R","38%","-","-","DJ6Q403VG22R","recently-added","-","Yes","Yes","0"
"2021-06-11T05:36:58.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6Q6066G22Q","100%","-","-","DJ6Q6066G22Q","recently-added","-","Yes","Yes","0"
"2021-08-04T19:17:10.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6Q60JWG22Y","75%","-","-","DJ6Q60JWG22Y","recently-added","-","Yes","Yes","0"
"2021-06-14T06:00:22.000Z","Disabled","9.3.5","iPod Touch 5G","DJ6Q8024G22Q","74%","-","-","DJ6Q8024G22Q","recently-added","-","Yes","Yes","0"
"2021-07-20T03:53:10.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DKVHF072DFJ1","9%","-","012924008204049","DKVHF072DFJ1","","-","Yes","Yes","0"
"2021-06-20T05:22:41.000Z","Disabled","9.3.5","iPad 2","DKVHF2ZPDFHY","20%","-","-","DKVHF2ZPDFHY","","-","Yes","Yes","1"
"2020-05-07T05:07:39.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DKVHP021DVGG","10%","OPTUS","013213003986068","DKVHP021DVGG","","8961025215527207443","Yes","Yes","2"
"2020-05-16T06:10:21.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DKVJD04TDVGH","52%","OPTUS","013311004433997","DKVJD04TDVGH","","8961025215527207187","Yes","Yes","2"
"2021-08-06T19:50:53.000Z","Disabled","9.3.5","iPad 2","DKVKC07DDFHW","1%","-","-","DKVKC07DDFHW","","-","Yes","Yes","1"
"2020-03-16T04:48:34.000Z","Disabled","9.3.5","iPad 2","DKVKN0NFDKPH","54%","-","-","DKVKN0NFDKPH","","-","Yes","Yes","3"
"2020-05-14T04:36:31.000Z","Disabled","9.3.5","iPad 2","DKVKN20RDKPH","9%","-","-","DKVKN20RDKPH","","-","Yes","Yes","2"
"2020-05-14T07:18:45.000Z","Disabled","9.3.5","iPad 2","DKVKQ0YFDKPH","14%","-","-","DKVKQ0YFDKPH","","-","Yes","Yes","2"
"2020-05-14T07:01:05.000Z","Disabled","9.3.5","iPad 2","DKVKQ18DDKPH","91%","-","-","DKVKQ18DDKPH","","-","Yes","Yes","2"
"2020-10-17T06:35:50.000Z","Disabled","9.3.5","iPad 2","DKVKR075DKPH","1%","-","-","DKVKR075DKPH","","-","Yes","Yes","2"
"2019-12-09T05:24:38.000Z","Disabled","9.3.5","iPad 2","DKVKR0AEDKPH","7%","-","-","DKVKR0AEDKPH","","-","Yes","Yes","3"
"2021-08-01T07:27:33.000Z","Disabled","9.3.5","iPad 2","DKVKR1MSDKPH","100%","-","-","DKVKR1MSDKPH","","-","Yes","Yes","0"
"2021-07-15T21:36:11.000Z","Disabled","9.3.5","iPad 2","DKVKW0Y9DKPH","5%","-","-","DKVKW0Y9DKPH","","-","Yes","Yes","0"
"2020-05-14T07:15:53.000Z","Disabled","9.3.5","iPad 2","DKVKX1HJDKPH","3%","-","-","DKVKX1HJDKPH","","-","Yes","Yes","2"
"2021-07-13T03:52:02.000Z","Disabled","9.3.5","iPad 2","DKVKX1HKDKPH","0%","-","-","DKVKX1HKDKPH","","-","Yes","Yes","0"
"2021-08-01T04:14:29.000Z","Disabled","9.3.5","iPad 2","DKVKX1LUDKPH","51%","-","-","DKVKX1LUDKPH","","-","Yes","Yes","2"
"2021-07-08T11:03:52.000Z","Disabled","9.3.5","iPad 2","DKVLN09EDFHY","1%","-","-","DKVLN09EDFHY","","-","Yes","Yes","0"
"2020-05-14T07:14:34.000Z","Disabled","9.3.5","iPad 2","DKVLN0HBDKPH","20%","-","-","DKVLN0HBDKPH","","-","Yes","Yes","2"
"2021-08-01T01:23:17.000Z","Disabled","9.3.5","iPad 2","DKVLX07ZDFHW","11%","-","-","DKVLX07ZDFHW","","-","Yes","Yes","2"
"2021-07-11T19:14:45.000Z","Disabled","9.3.5","iPad 2","DKVLX08EDFHW","2%","-","-","DKVLX08EDFHW","","-","Yes","Yes","0"
"2020-03-08T07:55:29.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DKVM604QDVGG","100%","-","013314001595198","DKVM604QDVGG","","-","Yes","Yes","2"
"2021-08-01T07:29:47.000Z","Disabled","9.3.5","iPad 2","DKVM701HDKPH","100%","-","-","DKVM701HDKPH","recently-added","-","Yes","Yes","0"
"2020-05-14T05:29:01.000Z","Disabled","9.3.5","iPad 2","DKVM7021DKPH","11%","-","-","DKVM7021DKPH","","-","Yes","Yes","2"
"2020-05-14T05:28:00.000Z","Disabled","9.3.5","iPad 2","DKVM702YDKPH","0%","-","-","DKVM702YDKPH","","-","Yes","Yes","2"
"2020-05-14T06:59:40.000Z","Disabled","9.3.5","iPad 2","DKVM7036DKPH","15%","-","-","DKVM7036DKPH","","-","Yes","Yes","2"
"2021-07-09T09:25:09.000Z","Disabled","9.3.5","iPad 2","DKVM80K2DFHW","1%","-","-","DKVM80K2DFHW","","-","Yes","Yes","0"
"2021-08-01T03:06:39.000Z","Disabled","9.3.5","iPad 2","DKVM80KXDFHW","5%","-","-","DKVM80KXDFHW","","-","Yes","Yes","2"
"2020-03-16T04:48:34.000Z","Disabled","9.3.5","iPad 2","DKVM80L1DFHW","5%","-","-","DKVM80L1DFHW","","-","Yes","Yes","3"
"2019-12-06T01:02:24.000Z","Disabled","9.3.5","iPad 2","DKVM80LQDFHW","1%","-","-","DKVM80LQDFHW","","-","Yes","Yes","3"
"2021-07-19T20:19:01.000Z","Disabled","9.3.5","iPad 2","DKVM80M1DFHW","5%","-","-","DKVM80M1DFHW","","-","Yes","Yes","0"
"2021-05-06T03:51:34.000Z","Disabled","9.3.5","iPad 2","DKVM80N5DFHW","10%","-","-","DKVM80N5DFHW","","-","Yes","Yes","2"
"2021-08-01T07:31:42.000Z","Disabled","9.3.5","iPad 2","DKVM91KRDFHW","100%","-","-","DKVM91KRDFHW","","-","Yes","Yes","0"
"2021-08-01T01:34:50.000Z","Disabled","9.3.5","iPad 2","DKVM91LJDFHW","1%","-","-","DKVM91LJDFHW","","-","Yes","Yes","2"
"2020-05-14T05:24:43.000Z","Disabled","9.3.5","iPad 2","DKVMF37HDFHW","1%","-","-","DKVMF37HDFHW","","-","Yes","Yes","2"
"2021-06-22T05:55:05.000Z","Disabled","9.3.5","iPad 2","DKVMG043DFHW","100%","-","-","DKVMG043DFHW","","-","Yes","Yes","2"
"2021-05-16T08:42:23.000Z","Disabled","9.3.5","iPad 2","DKVMG04HDFHW","100%","-","-","DKVMG04HDFHW","","-","Yes","Yes","0"
