"Name","Serial","Connected","Full OS","Model","Battery","Carrier network","Tags","ICCID","Supervised?","Managed?"
"C77T74J5HG7F","C77T74J5HG7F","2021-08-03T17:09:15.000Z","14.6","iPhone 7","1%","VF Kia Orana","TwilioSuperSIM","89883070000001216207","Yes","Yes"
"C76TGMMTHG7F","C76TGMMTHG7F","2021-08-03T13:04:26.000Z","14.6","iPhone 7","1%","Spark NZ","TwilioSuperSIM","89883070000001216066","Yes","Yes"
"C6KTRCN8HG7L","C6KTRCN8HG7L","2021-08-06T03:45:17.000Z","14.6","iPhone 7","1%","VF Kia Orana","TwilioSuperSIM","89883070000001216157","Yes","Yes"
"C6KT10AVHG7J","C6KT10AVHG7J","2021-08-01T06:44:44.000Z","14.6","iPhone 7","47%","Spark NZ","TwilioSuperSIM","89883070000001215837","Yes","Yes"
"C6KSWB8LHG7J","C6KSWB8LHG7J","2021-07-18T21:46:58.000Z","14.6","iPhone 7","77%","VF Aotearoa","TwilioSuperSIM","89883070000001215845","Yes","Yes"
"C36PCCG0G5MN","C36PCCG0G5MN","2021-08-06T06:29:24.000Z","12.5.4","iPhone 6","0%","Spark NZ","TwilioSuperSIM","89883070000001216173","Yes","Yes"
"F71W20BBJ5KN","F71W20BBJ5KN","2021-08-20T05:21:10.425Z","14.7.1","iPhone 7","91%","Telstra Mobile","TwilioSuperSIM","89883070000001216249","Yes","Yes"
"C6KS92BWHG7Q","C6KS92BWHG7Q","2021-08-20T05:21:10.425Z","14.6","iPhone 7","61%","-","TwilioSuperSIM","89883070000001216264","Yes","Yes"
"F8QS303BF4YH","F8QS303BF4YH","2021-05-26T23:11:26.000Z","12.4.5","iPad Air (Cellular)","0%","-","","89610300003148815591","Yes","Yes"
"F8QRX067F4YH","F8QRX067F4YH","2020-10-29T18:28:56.000Z","12.4.5","iPad Air (Cellular)","75%","-","","89610300001656317455","Yes","Yes"
"F8QRX00KF4YH","F8QRX00KF4YH","2020-02-27T02:43:12.000Z","12.4.5","iPad Air (Cellular)","87%","-","","89610300001656317364","Yes","Yes"
"iPhone","C39PM0WCG5MN","2019-12-04T01:44:25.000Z","12.4.3","iPhone 6","99%","Vodafone AU","","89610300001120095901","Yes","Yes"
"F8QRW01JF4YD","F8QRW01JF4YD","2020-11-16T23:14:39.000Z","12.4.3","iPad Air (Cellular)","62%","-","","89610300001120095893","Yes","Yes"
"F4GSGM03HG7H","F4GSGM03HG7H","2020-02-19T19:14:18.000Z","13.2.3","iPhone 7","3%","Vodafone AU","","89610300001120096164","Yes","Yes"
"F4GSD1J4HG7F","F4GSD1J4HG7F","2020-03-19T23:49:59.000Z","13.2.3","iPhone 7","20%","Vodafone AU","","89610300001120095968","Yes","Yes"
"DYTJH6F8DVGG","DYTJH6F8DVGG","2020-05-14T05:01:28.000Z","9.3.6","iPad (3rd Gen.)","5%","voda AU","","89610300001120095380","Yes","Yes"
"DYTHNW04DVGG","DYTHNW04DVGG","2020-02-20T02:31:18.000Z","9.3.6","iPad (3rd Gen.)","0%","voda AU","","89610300001120095398","Yes","Yes"
"DN6KC4K2DKNV","DN6KC4K2DKNV","2020-05-14T07:07:32.000Z","9.3.5","iPad 2 (AT&T)","23%","voda AU","","89610300001120095372","Yes","Yes"
"DKWKL00GDFJ1","DKWKL00GDFJ1","2020-01-10T18:54:11.000Z","9.3.5","iPad 2 (AT&T)","5%","voda AU","","89610300001120095356","Yes","Yes"
"C38N8JKXG5MN","C38N8JKXG5MN","2019-12-09T23:16:17.000Z","12.1.3","iPhone 6","2%","Vodafone AU","","89610300001120095844","Yes","Yes"
"F4GT99FEHG7J","F4GT99FEHG7J","2019-05-24T01:32:19.000Z","12.1.2","iPhone 7","2%","Vodafone AU","","89610300001120073049","Yes","Yes"
"FCDN7F5SFFHL","FCDN7F5SFFHL","2020-03-17T18:37:35.000Z","10.3.3","iPhone 5c","46%","voda AU","","89610300001120062398","Yes","Yes"
"F8QRX06JF4YH","F8QRX06JF4YH","2021-05-30T03:06:36.000Z","12.4.5","iPad Air (Cellular)","100%","-","","89610300001120062240","Yes","Yes"
"F73LM71AFFHL","F73LM71AFFHL","2021-04-12T02:00:26.000Z","10.3.3","iPhone 5c","9%","voda AU","","89610300001120062315","Yes","Yes"
"F71SNCVEHG7L","F71SNCVEHG7L","2019-11-07T06:20:48.000Z","12.1.4","iPhone 7","2%","Vodafone AU","","89610300001120062489","Yes","Yes"
"F4JSVUT3HG7F","F4JSVUT3HG7F","2019-06-20T10:02:22.000Z","12.1.2","iPhone 7","-100%","Vodafone AU","","89610300001120062620","Yes","Yes"
"F17TWNVPHX98","F17TWNVPHX98","2019-05-02T07:41:57.000Z","12.1.2","iPhone 7","2%","Vodafone AU","","89610300001120062695","Yes","Yes"
"iPad","F8QS406GF4YJ","2020-03-13T18:59:52.000Z","12.1.3","iPad Air (Cellular)","43%","vodafone NZ","","89610300001120031344","Yes","Yes"
"FCFP50EYG07R","FCFP50EYG07R","2019-04-04T07:22:17.000Z","10.3.3","iPhone 5c","9%","voda AU","","89610300001120031948","Yes","Yes"
"F8QS406HF4YJ","F8QS406HF4YJ","2020-11-16T23:09:42.000Z","12.4.5","iPad Air (Cellular)","70%","-","","89610300001120032144","Yes","Yes"
"F8QRX060F4YH","F8QRX060F4YH","2021-07-26T09:23:21.000Z","12.5.4","iPad Air (Cellular)","38%","-","TwilioSuperSIM","89610300001120031666","Yes","Yes"
"F8QRX05RF4YH","F8QRX05RF4YH","2021-05-30T03:04:14.000Z","12.4.4","iPad Air (Cellular)","98%","-","","89610300001120032086","Yes","Yes"
"F8QRX05EF4YH","F8QRX05EF4YH","2020-10-29T09:16:26.000Z","12.4.5","iPad Air (Cellular)","100%","-","","89610300001120031385","Yes","No"
"F8QRW011F4YD","F8QRW011F4YD","2019-12-28T11:35:22.000Z","12.4.4","iPad Air (Cellular)","1%","Vodafone AU","","89610300001120031237","Yes","Yes"
"F8QRW00LF4YD","F8QRW00LF4YD","2020-10-15T06:18:20.000Z","12.4.5","iPad Air (Cellular)","93%","-","","89610300001120032029","Yes","Yes"
"F4HTW5G7HG7K","F4HTW5G7HG7K","2021-08-20T05:21:10.425Z","14.4","iPhone 7","76%","Telstra #StaySafe","","89610182000760029496","Yes","Yes"
"C6KSQW7NHG6W","C6KSQW7NHG6W","2019-11-04T14:39:11.000Z","12.2","iPhone 7","20%","AT&amp;T","FreedomPop","89011704278235880590","Yes","Yes"
"F4JSGXAVHG6W","F4JSGXAVHG6W","2019-11-10T11:01:12.000Z","12.2","iPhone 7","0%","AT&amp;T","FreedomPop","89011704278178065076","Yes","Yes"
"F71SMQ5PHG71","F71SMQ5PHG71","2019-11-11T22:53:29.000Z","12.2","iPhone 7","0%","AT&amp;T","FreedomPop","89011704278178053353","Yes","Yes"
"F4JTWGYEHG7F","F4JTWGYEHG7F","2019-11-07T17:05:27.000Z","12.2","iPhone 7","0%","AT&amp;T","FreedomPop","89011704278178050367","Yes","Yes"
"DYTJ6ACDDVGG","DYTJ6ACDDVGG","2021-06-20T06:23:38.000Z","9.3.6","iPad (3rd Gen.)","21%","Voda NZ","","8964011604053212622","Yes","Yes"
"DR5JN1ZADKNV","DR5JN1ZADKNV","2021-05-27T06:08:25.000Z","9.3.5","iPad 2 (AT&T)","72%","Voda NZ","","8964011604053212606","Yes","Yes"
"iPhone","F4MPVTNKG5MN","2020-11-25T09:42:22.000Z","12.1.4","iPhone 6","0%","VF Aotearoa","","8964011604045667396","Yes","Yes"
"FFMXJ1KBJC6J","FFMXJ1KBJC6J","2021-06-16T23:44:32.000Z","14.5.1","iPhone 8","44%","YES OPTUS","","8961025719549337773","Yes","Yes"
"F8QRX070F4YH","F8QRX070F4YH","2021-07-02T16:03:31.000Z","12.5.3","iPad Air (Cellular)","1%","YES OPTUS","Twilio","8961025719546259319","Yes","Yes"
"F8QRX06NF4YH","F8QRX06NF4YH","2021-06-11T05:19:36.000Z","12.5.1","iPad Air (Cellular)","100%","YES OPTUS","Twilio","8961025719546259152","Yes","Yes"
"C6KSLJV6HG7J","C6KSLJV6HG7J","2021-08-01T04:06:26.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719546259269","Yes","Yes"
"FYNTG1UKHG7P","FYNTG1UKHG7P","2021-07-30T23:24:34.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869768","Yes","Yes"
"F4GV23SPHG7F","F4GV23SPHG7F","2021-08-09T09:09:35.000Z","14.3","iPhone 7","1%","YES OPTUS","","8961025719506869818","Yes","Yes"
"C6KTV2A7HG7N","C6KTV2A7HG7N","2021-08-09T15:41:34.000Z","14.3","iPhone 7","1%","YES OPTUS","","8961025719506869776","Yes","Yes"
"C6KSLSMEHG7J","C6KSLSMEHG7J","2021-08-01T06:18:26.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869784","Yes","Yes"
"iPhone","F4GT47X7HG7F","2021-08-01T23:22:24.000Z","14.6","iPhone 7","100%","YES OPTUS","","8961025719506869420","Yes","Yes"
"FYNW9131HG7M","FYNW9131HG7M","2021-08-01T04:53:50.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869644","Yes","Yes"
"FYNTF0UKHG7P","FYNTF0UKHG7P","2021-08-01T06:49:53.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869602","Yes","Yes"
"F72SFR4HHG74","F72SFR4HHG74","2021-08-01T06:45:50.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869347","Yes","Yes"
"F71X10JJHG7K","F71X10JJHG7K","2021-08-09T05:46:35.000Z","14.3","iPhone 7","1%","YES OPTUS","","8961025719506869701","Yes","Yes"
"F71T11UVHG7J","F71T11UVHG7J","2021-08-09T05:25:05.000Z","14.3","iPhone 7","1%","YES OPTUS","","8961025719506869495","Yes","Yes"
"F71SQ30WHG7G","F71SQ30WHG7G","2021-04-06T05:06:27.000Z","14.3","iPhone 7","91%","YES OPTUS","Twilio","8961025719506869479","Yes","No"
"F4JSD9BYHG7K","F4JSD9BYHG7K","2021-04-06T04:54:21.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869388","Yes","No"
"F4HT3G6JHG7F","F4HT3G6JHG7F","2021-07-30T23:23:23.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869677","Yes","Yes"
"F4HSXSXLHG7F","F4HSXSXLHG7F","2021-04-06T04:58:28.000Z","14.3","iPhone 7","88%","YES OPTUS","","8961025719506869362","Yes","No"
"F4GTR12BHG7K","F4GTR12BHG7K","2021-08-20T03:37:38.000Z","14.6","iPhone 7","81%","YES OPTUS","","8961025719506869123","Yes","Yes"
"F4GT9D35HG7J","F4GT9D35HG7J","2021-08-01T04:15:14.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869040","Yes","Yes"
"F4GT5YV9HG7G","F4GT5YV9HG7G","2021-08-20T03:43:56.000Z","14.3","iPhone 7","84%","YES OPTUS","","8961025719506869685","Yes","Yes"
"F4GT5TKZHG7H","F4GT5TKZHG7H","2021-08-01T04:15:14.000Z","14.4","iPhone 7","100%","YES OPTUS","","8961025719506869339","Yes","Yes"
"F4GSY0VFHG7H","F4GSY0VFHG7H","2021-08-01T06:09:08.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869743","Yes","Yes"
"F4GSW17VHG7F","F4GSW17VHG7F","2021-08-01T06:01:42.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869263","Yes","Yes"
"F4GSK29KHG7J","F4GSK29KHG7J","2021-08-05T16:02:44.000Z","14.3","iPhone 7","1%","YES OPTUS","","8961025719506869735","Yes","Yes"
"F4GSD0G3HG7L","F4GSD0G3HG7L","2021-07-30T23:28:28.000Z","14.3","iPhone 7","98%","YES OPTUS","","8961025719506869065","Yes","Yes"
"DNQSMM79HG7P","DNQSMM79HG7P","2021-07-30T23:28:28.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869503","Yes","Yes"
"DNPSN4YPHG7W","DNPSN4YPHG7W","2021-08-01T04:49:13.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869255","Yes","Yes"
"DNPSJ4G0HG7P","DNPSJ4G0HG7P","2021-08-01T06:46:58.000Z","14.6","iPhone 7","100%","YES OPTUS","","8961025719506869545","Yes","Yes"
"C7CSL8REHG7J","C7CSL8REHG7J","2021-08-08T13:42:47.000Z","14.3","iPhone 7","1%","YES OPTUS","","8961025719506869297","Yes","Yes"
"C7CSL7TKHG7J","C7CSL7TKHG7J","2021-08-09T04:57:32.000Z","14.3","iPhone 7","1%","YES OPTUS","","8961025719506869172","Yes","Yes"
"C77T3VXMHG7F","C77T3VXMHG7F","2021-04-06T05:02:48.000Z","14.3","iPhone 7","88%","YES OPTUS","","8961025719506869370","Yes","No"
"C76TGP9JHG7F","C76TGP9JHG7F","2021-08-01T04:57:14.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869511","Yes","Yes"
"C76T8ERCHG7F","C76T8ERCHG7F","2021-04-06T04:53:00.000Z","14.3","iPhone 7","92%","YES OPTUS","","8961025719506869560","Yes","No"
"C76SXRNQHG7J","C76SXRNQHG7J","2021-08-02T00:08:22.000Z","14.7.1","iPhone 7","100%","YES OPTUS","","8961025719506869529","Yes","Yes"
"C6KTTV2LHG7J","C6KTTV2LHG7J","2021-08-20T03:32:15.000Z","14.3","iPhone 7","75%","YES OPTUS","","8961025719506869230","Yes","Yes"
"C6KSNQS3HG7F","C6KSNQS3HG7F","2021-04-06T05:03:24.000Z","14.3","iPhone 7","98%","YES OPTUS","","8961025719506869438","Yes","No"
"C6KSM8QPHG7H","C6KSM8QPHG7H","2021-08-01T06:41:44.000Z","14.4","iPhone 7","100%","YES OPTUS","","8961025719506869404","Yes","Yes"
"C6KSM5Y9HG7J","C6KSM5Y9HG7J","2021-08-20T03:01:19.000Z","14.3","iPhone 7","78%","YES OPTUS","","8961025719506869305","Yes","Yes"
"C6KSFJUNHG7N","C6KSFJUNHG7N","2021-07-30T23:24:30.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869594","Yes","Yes"
"C6KS971FHG7V","C6KS971FHG7V","2021-08-09T12:46:46.000Z","14.3","iPhone 7","3%","YES OPTUS","","8961025719506869693","Yes","Yes"
"iPhone","F4GSQXTBHG7F","2021-08-20T05:21:10.426Z","14.3","iPhone 7","94%","YES OPTUS","","8961025719506869073","Yes","Yes"
"F4GVK2GZJC6R","F4GVK2GZJC6R","2021-08-20T05:21:10.426Z","14.7.1","iPhone 8","100%","YES OPTUS","TwilioSuperSIM","8961025719506869487","Yes","Yes"
"F4GV2HVXHG7K","F4GV2HVXHG7K","2021-08-20T05:21:10.426Z","14.7.1","iPhone 7","98%","YES OPTUS","","8961025719506869354","Yes","Yes"
"F4GTVB9UHG7F","F4GTVB9UHG7F","2021-08-20T05:21:10.426Z","14.3","iPhone 7","84%","YES OPTUS","","8961025719506869107","Yes","Yes"
"F4GT22LBHG7G","F4GT22LBHG7G","2021-08-20T05:21:10.426Z","14.3","iPhone 7","65%","YES OPTUS","","8961025719506869321","Yes","Yes"
"DNPTW4RVHG7P","DNPTW4RVHG7P","2021-08-20T05:21:10.426Z","14.6","iPhone 7","83%","YES OPTUS","","8961025719506869024","Yes","Yes"
"C76TQCSJHG7F","C76TQCSJHG7F","2021-08-20T05:21:10.426Z","14.6","iPhone 7","65%","YES OPTUS","","8961025719506869446","Yes","Yes"
"C6KT7U56HG7F","C6KT7U56HG7F","2021-08-20T05:21:10.427Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506869396","Yes","Yes"
"C6KSM505HG7H","C6KSM505HG7H","2021-08-20T05:21:10.427Z","14.3","iPhone 7","82%","YES OPTUS","","8961025719506869016","Yes","Yes"
"F72V4YNTHG7F","F72V4YNTHG7F","2021-08-01T06:02:16.000Z","14.3","iPhone 7","92%","YES OPTUS","TwilioSuperSIM","8961025719506868695","Yes","Yes"
"C6KSVLJRHG7J","C6KSVLJRHG7J","2021-07-30T23:30:51.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025719506868679","Yes","Yes"
"C6KTWJ34HG7J","C6KTWJ34HG7J","2021-08-20T05:21:10.427Z","14.4","iPhone 7","80%","YES OPTUS","","8961025719506868661","Yes","Yes"
"C6KSMFYHHG7H","C6KSMFYHHG7H","2021-08-20T05:21:10.427Z","14.4","iPhone 7","85%","YES OPTUS","","8961025719506868653","Yes","Yes"
"FYNVG7P6HG7J","FYNVG7P6HG7J","2021-08-20T02:23:25.000Z","14.4.2","iPhone 7","2%","Optus AU","DevDevice PeopleCounter TwilioSuperSIM","8961025718009793616","Yes","Yes"
"F71SVEP6HG7J","F71SVEP6HG7J","2021-04-06T04:56:28.000Z","14.3","iPhone 7","94%","Optus AU","","8961025718009793582","Yes","No"
"FYNXD08RHG7N","FYNXD08RHG7N","2021-08-20T05:21:10.427Z","14.3","iPhone 7","83%","Optus AU","","8961025718009793590","Yes","Yes"
"F71SVE0DHG7J","F71SVE0DHG7J","2021-08-20T05:21:10.427Z","14.7.1","iPhone 7","86%","Optus AU","","8961025718009793608","Yes","Yes"
"F8QRX09BF4YH","F8QRX09BF4YH","2021-07-19T00:12:28.000Z","12.5.3","iPad Air (Cellular)","97%","YES OPTUS","TwilioSuperSIM","8961025716451323668","Yes","Yes"
"F8QRW00FF4YD","F8QRW00FF4YD","2020-01-01T19:05:19.000Z","12.4.4","iPad Air (Cellular)","3%","YES OPTUS","TwilioSuperSIM","8961025716451323718","Yes","Yes"
"DYTHRALCDVGH","DYTHRALCDVGH","2021-08-01T07:43:53.000Z","9.3.6","iPad (3rd Gen.)","100%","OPTUS","TwilioSuperSIM","8961025716451323551","Yes","Yes"
"C6KTM6AKHG7G","C6KTM6AKHG7G","2021-04-06T05:04:10.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025716451323635","Yes","No"
"C77SXD7WHG7F","C77SXD7WHG7F","2021-08-20T05:21:10.427Z","14.3","iPhone 7","80%","YES OPTUS","","8961025716451323585","Yes","Yes"
"F8QS4075F4YJ","F8QS4075F4YJ","2021-08-09T05:24:27.000Z","12.5.4","iPad Air (Cellular)","62%","YES OPTUS","TwilioSuperSIM","8961025716434058654","Yes","Yes"
"F8QS406UF4YF","F8QS406UF4YF","2020-01-07T08:02:58.000Z","12.4.4","iPad Air (Cellular)","0%","YES OPTUS","TwilioSuperSIM","8961025716434058639","Yes","Yes"
"F8QS406SF4YJ","F8QS406SF4YJ","2021-08-01T05:11:37.000Z","12.5.1","iPad Air (Cellular)","100%","YES OPTUS","TwilioSuperSIM","8961025716434058530","Yes","Yes"
"F4GTQQGVHG7F","F4GTQQGVHG7F","2019-07-26T09:00:38.000Z","12.1.4","iPhone 7","87%","YES OPTUS","TwilioSuperSIM","8961025716434058548","Yes","Yes"
"F4GSR5TYHG7H","F4GSR5TYHG7H","2021-08-01T06:16:09.000Z","14.6","iPhone 7","100%","YES OPTUS","TwilioSuperSIM","8961025716434058522","Yes","Yes"
"DNPV90K5HG7K","DNPV90K5HG7K","2021-07-30T23:19:58.000Z","14.4","iPhone 7","100%","YES OPTUS","TwilioSuperSIM","8961025716434058514","Yes","Yes"
"C78SXBUJHG7F","C78SXBUJHG7F","2021-08-01T06:05:09.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025716434058555","Yes","Yes"
"C6KSL8RDHG7F","C6KSL8RDHG7F","2019-03-28T09:45:23.000Z","12.1.4","iPhone 7","100%","YES OPTUS","","8961025716434058688","Yes","Yes"
"C7KLDAVLFFHH","C7KLDAVLFFHH","2020-01-15T23:32:45.000Z","10.3.3","iPhone 5c","5%","OPTUS","","8961025716432884663","Yes","Yes"
"G28V60EVHG7Q","G28V60EVHG7Q","2021-08-01T06:11:26.000Z","14.3","iPhone 7","48%","YES OPTUS","TwilioSuperSIM","8961025715451334584","Yes","Yes"
"iPad","DYTHNRV9DVGG","2021-08-01T07:43:29.000Z","9.3.6","iPad (3rd Gen.)","85%","OPTUS","TwilioSuperSIM","8961025715442971924","Yes","Yes"
"F8QRX09CF4YH","F8QRX09CF4YH","2021-06-01T21:38:46.000Z","12.5.3","iPad Air (Cellular)","30%","YES OPTUS","TwilioSuperSIM","8961025715442971619","Yes","Yes"
"F8QRX089F4YH","F8QRX089F4YH","2021-08-01T07:31:05.000Z","12.4.5","iPad Air (Cellular)","100%","-","TwilioSuperSIM","8961025715442971668","Yes","Yes"
"F8QRX06KF4YH","F8QRX06KF4YH","2021-08-09T05:23:14.000Z","12.5.1","iPad Air (Cellular)","79%","YES OPTUS","TwilioSuperSIM","8961025715442971932","Yes","Yes"
"F71WLDYEHG7K","F71WLDYEHG7K","2021-04-06T05:02:09.000Z","13.2.3","iPhone 7","98%","YES OPTUS","","8961025715442971676","Yes","No"
"F4GSF20GHG7H","F4GSF20GHG7H","2021-04-07T16:34:16.000Z","14.3","iPhone 7","92%","YES OPTUS","TwilioSuperSIM","8961025715442971932","Yes","Yes"
"DR5J8B3EDKNV","DR5J8B3EDKNV","2020-05-14T05:39:03.000Z","9.3.5","iPad 2 (AT&T)","20%","OPTUS","TwilioSuperSIM","8961025715442971890","Yes","Yes"
"DLXHFJVBDVGG","DLXHFJVBDVGG","2021-05-19T10:50:56.000Z","9.3.6","iPad (3rd Gen.)","2%","OPTUS","TwilioSuperSIM","8961025715442971916","Yes","Yes"
"C76SXN0JHG7J","C76SXN0JHG7J","2021-08-20T03:49:22.000Z","14.3","iPhone 7","82%","YES OPTUS","","8961025715442971643","Yes","Yes"
"C6KT1MP6HG7F","C6KT1MP6HG7F","2021-04-03T08:26:28.000Z","13.2.3","iPhone 7","1%","YES OPTUS","","8961025715442971619","Yes","Yes"
"F72T5MS9HG7F","F72T5MS9HG7F","2021-08-20T05:21:10.427Z","14.3","iPhone 7","100%","YES OPTUS","","8961025715442971593","Yes","Yes"
"F71SF1BCHG7J","F71SF1BCHG7J","2021-08-20T05:21:10.427Z","14.3","iPhone 7","100%","YES OPTUS","TwilioSuperSIM","8961025715442971973","Yes","Yes"
"F8QS301XF4YH","F8QS301XF4YH","2021-08-09T05:21:54.000Z","12.5.4","iPad Air (Cellular)","100%","YES OPTUS","TwilioSuperSIM","8961025715442970215","Yes","Yes"
"F8QRX07LF4YH","F8QRX07LF4YH","2020-03-16T03:07:36.000Z","12.4.4","iPad Air (Cellular)","0%","-","TwilioSuperSIM","8961025715442970322","Yes","Yes"
"F8QRX05SF4YH","F8QRX05SF4YH","2021-08-09T05:24:26.000Z","12.5.1","iPad Air (Cellular)","69%","YES OPTUS","TwilioSuperSIM","8961025715442970231","Yes","Yes"
"F8QRX04PF4YH","F8QRX04PF4YH","2021-08-01T05:11:02.000Z","12.5.1","iPad Air (Cellular)","100%","YES OPTUS","TwilioSuperSIM","8961025715442970124","Yes","Yes"
"F8QRW009F4YD","F8QRW009F4YD","2021-07-19T00:51:42.000Z","12.5.4","iPad Air (Cellular)","76%","YES OPTUS","TwilioSuperSIM","8961025715442970298","Yes","Yes"
"F4GT28WTHG7K","F4GT28WTHG7K","2021-08-01T04:49:47.000Z","14.3","iPhone 7","100%","YES OPTUS","TwilioSuperSIM","8961025715442970348","Yes","Yes"
"F4GT11H5HG7N","F4GT11H5HG7N","2021-08-01T06:14:23.000Z","14.3","iPhone 7","80%","YES OPTUS","TwilioSuperSIM","8961025715442970389","Yes","Yes"
"F4GSW0Z8HG7F","F4GSW0Z8HG7F","2021-04-06T05:00:44.000Z","14.3","iPhone 7","100%","YES OPTUS","","8961025715442970256","Yes","No"
"F4GSJPL0HG7G","F4GSJPL0HG7G","2021-04-06T05:04:54.000Z","14.3","iPhone 7","98%","YES OPTUS","","8961025715442970314","Yes","No"
"DN6KC68TDKNV","DN6KC68TDKNV","2021-06-05T12:56:10.000Z","9.3.5","iPad 2 (AT&T)","3%","OPTUS","TwilioSuperSIM","8961025715442970405","Yes","Yes"
"DKWLD04GDKNV","DKWLD04GDKNV","2021-05-31T02:19:51.000Z","9.3.5","iPad 2 (AT&T)","68%","OPTUS","","8961025715442970306","Yes","Yes"
"C76SYGHPHG7F","C76SYGHPHG7F","2021-07-30T23:28:25.000Z","13.2.3","iPhone 7","100%","YES OPTUS","","8961025715442970207","Yes","Yes"
"C6KSMJ95HG7K","C6KSMJ95HG7K","2019-06-11T07:05:54.000Z","12.1.4","iPhone 7","2%","-","","8961025715442970462","Yes","Yes"
"C6KSG6WZHG7K","C6KSG6WZHG7K","2021-08-08T19:10:12.000Z","14.4","iPhone 7","1%","YES OPTUS","","8961025715442970264","Yes","Yes"
"DYTJH6NWDVGG","DYTJH6NWDVGG","2021-06-02T08:58:57.000Z","9.3.6","iPad (3rd Gen.)","56%","OPTUS","TwilioSuperSIM","8961025715442970025","Yes","Yes"
"DKWLD01JDKNV","DKWLD01JDKNV","2021-07-09T01:26:25.000Z","9.3.5","iPad 2 (AT&T)","31%","OPTUS","TwilioSuperSIM","8961025715442970017","Yes","Yes"
"DKWL806KDKNV","DKWL806KDKNV","2021-08-01T07:33:30.000Z","9.3.5","iPad 2 (AT&T)","100%","OPTUS","TwilioSuperSIM","8961025513029422977","Yes","Yes"
"iPad","DYTHVT02DVGK","2021-07-30T23:37:12.000Z","9.3.6","iPad (3rd Gen.)","99%","OPTUS","TwilioSuperSIM","8961025315527270233","Yes","Yes"
"DYTJ6A7YDVGG","DYTJ6A7YDVGG","2020-05-14T07:01:39.000Z","9.3.6","iPad (3rd Gen.)","92%","OPTUS","TwilioSuperSIM","8961025315527270399","Yes","Yes"
"DR5JN0GSDKNV","DR5JN0GSDKNV","2020-05-14T05:36:39.000Z","9.3.5","iPad 2 (AT&T)","30%","OPTUS","TwilioSuperSIM","8961025315527270498","Yes","Yes"
"DLXGJ6B6DKNV","DLXGJ6B6DKNV","2021-05-23T06:09:15.000Z","9.3.5","iPad 2 (AT&T)","92%","OPTUS","TwilioSuperSIM","8961025315527270225","Yes","Yes"
"DYTHTAY6DVGG","DYTHTAY6DVGG","2020-05-14T05:19:31.000Z","9.3.6","iPad (3rd Gen.)","12%","OPTUS","TwilioSuperSIM","8961025314525006533","Yes","Yes"
"iPad","DQVGDDP6DFJ1","2021-07-30T21:56:32.000Z","9.3.5","iPad 2 (AT&T)","97%","OPTUS","TwilioSuperSIM","8961025215527390926","Yes","Yes"
"iPad","DKWLD010DKNV","2021-07-10T18:05:22.000Z","9.3.5","iPad 2 (AT&T)","10%","OPTUS","TwilioSuperSIM","8961025215527390751","Yes","Yes"
"DLXHFLAQDVGG","DLXHFLAQDVGG","2021-08-01T02:20:25.000Z","9.3.6","iPad (3rd Gen.)","100%","OPTUS","TwilioSuperSIM","8961025215527390934","Yes","Yes"
"DLXGJ6BVDKNV","DLXGJ6BVDKNV","2021-08-01T07:22:07.000Z","9.3.5","iPad 2 (AT&T)","100%","OPTUS","TwilioSuperSIM","8961025215527390918","Yes","Yes"
"DYTJH60YDVGG","DYTJH60YDVGG","2021-08-01T07:40:25.000Z","9.3.6","iPad (3rd Gen.)","100%","OPTUS","TwilioSuperSIM","8961025215527390595","Yes","Yes"
"DR5J8B51DKNV","DR5J8B51DKNV","2021-06-16T01:42:51.000Z","9.3.5","iPad 2 (AT&T)","2%","OPTUS","TwilioSuperSIM","8961025215527390645","Yes","Yes"
"DLXHF4GCDVGG","DLXHF4GCDVGG","2021-07-08T22:35:47.000Z","9.3.6","iPad (3rd Gen.)","100%","OPTUS","TwilioSuperSIM","8961025215527207484","Yes","Yes"
"DKVHP021DVGG","DKVHP021DVGG","2020-05-07T05:07:39.000Z","9.3.6","iPad (3rd Gen.)","10%","OPTUS","","8961025215527207443","Yes","Yes"
